2.222222222222222099e-01,3.333333333333333148e-01,5.555555555555555802e-01,9.000000000000000000e+00,1.730000000000000071e+01,3.100000000000000089e+00,1.922222222222222276e+00,6.944444444444444198e-01,-1.944444444444444753e-01,3.722222222222222876e-01,2.037037037037037202e-01,1.201850425154663116e+00,2.614818749341284998e-01,3.333333333333333148e-01
3.571428571428571230e-02,7.142857142857142461e-02,7.142857142857142461e-02,2.800000000000000000e+01,4.099999999999999645e+00,2.100000000000000089e+00,1.464285714285714080e-01,5.833333333333333703e-01,-2.777777777777780052e-02,7.916666666666667407e-01,4.861111111111111049e-01,5.378159831634160559e-01,1.105585909733696470e-01,9.642857142857143016e-01
8.810572687224670074e-02,3.733480176211453894e-01,5.022026431718061845e-01,9.080000000000000000e+02,6.872007340225005464e+04,1.037000000000000028e+02,7.568290022274234730e+01,8.255847952777777721e+00,-1.188888888888888751e+01,2.177601120857701189e-01,-2.869346116027531313e-01,2.387847177434437640e+01,6.821497546112748056e-01,4.074889867841409441e-02
5.660377358490566169e-02,3.679245283018867663e-01,4.433962264150943522e-01,1.060000000000000000e+02,2.699800000000000637e+03,5.650000000000000000e+01,2.546981132075472232e+01,1.444444444444444420e+00,-1.722222222222222321e+00,4.734042553191490921e-01,-5.185185185185184897e-01,1.714097385582178035e+01,5.834088548117052353e-01,1.698113207547169712e-01
3.174603174603174427e-02,2.910052910052909891e-01,2.698412698412698263e-01,1.890000000000000000e+02,2.241700000000000273e+03,4.200000000000000000e+01,1.186084656084656253e+01,3.194444444444444198e+00,-1.999999999999999778e+00,5.130718954248366659e-01,-4.388888888888890505e-01,1.269773607408747118e+01,5.036925099273167339e-01,4.285714285714285476e-01
1.685393258426966245e-02,1.292134831460674260e-01,1.404494382022472010e-01,1.780000000000000000e+02,1.475200000000000045e+03,4.010000000000000142e+01,8.287640449438201884e+00,1.888888888888888840e+00,-2.083333333333333481e+00,4.855555555555555181e-01,-3.683574879227053400e-01,1.459890732096201127e+01,3.548443093201388288e-01,7.359550561797753021e-01
2.941176470588235253e-02,2.745098039215686514e-01,3.137254901960784270e-01,1.020000000000000000e+02,1.174999999999999773e+03,4.300000000000000000e+01,1.151960784313725306e+01,2.055555555555554914e+00,-2.111111111111111160e+00,6.692708333333331483e-01,-6.924603174603173317e-01,1.325783937129973999e+01,6.780010892247627652e-01,4.215686274509803932e-01
8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,1.200000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.083333333333333259e+00
1.694915254237288130e-02,5.084745762711864736e-02,3.389830508474576259e-02,5.900000000000000000e+01,1.329999999999999893e+01,6.500000000000000000e+00,2.254237288135592931e-01,1.805555555555555580e+00,-7.222222222222222099e-01,1.402777777777777679e+00,-7.407407407407406996e-02,1.064731343860811474e+00,2.745502146221793227e-01,9.491525423728813804e-01
9.090909090909091161e-02,2.727272727272727071e-01,8.181818181818182323e-01,1.100000000000000000e+01,2.857000000000000455e+02,1.700000000000000000e+01,2.597272727272727622e+01,1.555555555555555358e+00,-5.000000000000002220e-01,7.191358024691357764e-01,3.703703703703709049e-02,5.017134278015325854e+00,6.163913299235626031e-01,1.818181818181818232e-01
4.347826086956521618e-02,4.347826086956521618e-02,4.347826086956521618e-02,2.300000000000000000e+01,3.559400000000000091e+03,5.379999999999999716e+01,1.547565217391304486e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.043478260869565188e+00
2.564102564102564014e-02,1.111111111111111049e-01,1.111111111111111049e-01,2.340000000000000000e+02,1.476599999999999909e+03,4.970000000000000284e+01,6.310256410256410042e+00,7.194444444444444642e+00,-4.194444444444444642e+00,6.250000000000001110e-01,-5.459401709401709990e-01,1.426177630778455807e+01,6.021198796701419109e-01,7.649572649572649041e-01
4.225352112676056260e-02,4.788732394366196909e-01,4.366197183098591283e-01,7.100000000000000000e+01,1.279000000000000227e+03,3.010000000000000142e+01,1.801408450704225572e+01,3.249999999999999556e+00,-1.416666666666666519e+00,5.000000000000000000e-01,-3.668300653594769867e-01,8.434836978216862846e+00,6.177642733430628308e-01,9.859154929577464144e-02
1.369863013698630061e-02,2.739726027397260122e-02,2.739726027397260122e-02,7.300000000000000000e+01,6.999999999999999556e-01,4.000000000000000222e-01,9.589041095890409733e-03,1.111111111111111188e-01,-8.333333333333332871e-02,5.555555555555555802e-01,4.861111111111111049e-01,5.812912724091041927e-02,1.669236701603698733e-02,9.726027397260273988e-01
