1.492537313432835688e-01,3.432835820895522305e-01,4.477611940298507620e-01,6.700000000000000000e+01,4.774000000000000909e+02,1.739999999999999858e+01,7.125373134328359725e+00,1.250000000000000000e+00,-1.861111111111110938e+00,4.074074074074073848e-01,-3.900966183574879897e-01,5.211739175884487096e+00,4.708930605746092235e-01,1.194029850746268634e-01
6.793478260869564855e-02,3.043478260869565410e-01,3.750000000000000000e-01,3.680000000000000000e+02,9.662100000000007640e+03,5.650000000000000000e+01,2.625570652173914965e+01,1.083333333333333259e+00,-2.194444444444444198e+00,3.230676328502414818e-01,-3.797123015873017926e-01,1.844846921544440121e+01,3.974395936324728873e-01,2.635869565217391353e-01
2.542372881355932368e-02,3.220338983050847204e-01,4.830508474576271083e-01,1.180000000000000000e+02,2.431000000000000000e+03,4.520000000000000284e+01,2.060169491525423879e+01,1.194444444444444420e+00,-2.222222222222222321e+00,4.000974658869398404e-01,-5.277777777777777901e-01,1.412334542491961820e+01,5.665857880496679710e-01,2.033898305084745894e-01
4.608294930875576206e-02,2.764976958525345863e-01,3.594470046082949288e-01,2.170000000000000000e+02,5.953799999999998363e+03,5.500000000000000000e+01,2.743686635944699859e+01,1.694444444444444198e+00,-1.833333333333333259e+00,3.205128205128207619e-01,-3.824074074074074181e-01,2.277817192095891485e+01,3.971509078639817725e-01,3.364055299539170374e-01
4.142011834319526964e-02,3.254437869822485174e-01,4.556213017751479244e-01,1.690000000000000000e+02,6.677599999999998545e+03,6.870000000000000284e+01,3.951242603550294774e+01,2.222222222222222321e+00,-2.305555555555554914e+00,3.401875901875902608e-01,-4.308080808080806956e-01,2.554433632890234307e+01,5.530120463882577386e-01,2.011834319526627224e-01
4.109589041095890183e-02,3.013698630136986134e-01,4.931506849315068219e-01,2.190000000000000000e+02,6.584399999999996908e+03,6.550000000000000000e+01,3.006575342465751888e+01,1.472222222222222321e+00,-3.194444444444444198e+00,3.750000000000002220e-01,-5.820707070707072939e-01,1.987776328383753111e+01,5.678773684531270849e-01,1.826484018264840081e-01
7.159353348729792510e-02,3.117782909930715829e-01,5.034642032332563577e-01,4.330000000000000000e+02,1.986739999999999782e+04,8.150000000000000000e+01,4.588314087759814441e+01,1.138888888888889284e+00,-1.250000000000000000e+01,3.411060142711519472e-01,-5.355967078189303177e-01,2.339234338412765624e+01,7.779637568401325254e-01,1.224018475750577317e-01
3.003003003003002977e-02,2.912912912912912766e-01,5.735735735735735252e-01,3.330000000000000000e+02,1.284214999999999782e+04,6.590000000000000568e+01,3.856501501501500684e+01,4.888888888888889284e+00,-2.916666666666666519e+00,3.264979639325191196e-01,-6.116838487972509064e-01,2.033171264976964210e+01,6.483160736163197102e-01,1.171171171171171144e-01
4.060913705583756028e-02,2.893401015228426187e-01,4.568527918781725705e-01,1.970000000000000000e+02,5.829299999999996544e+03,6.089999999999999858e+01,2.959035532994922235e+01,3.472222222222222321e+00,-2.888888888888890616e+00,4.793209876543210179e-01,-7.207602339181286011e-01,2.059066457718738263e+01,7.274037367280118405e-01,2.335025380710659959e-01
5.882352941176470507e-02,5.882352941176470507e-02,5.882352941176470507e-02,1.700000000000000000e+01,1.244799999999999727e+03,3.239999999999999858e+01,7.322352941176468732e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.058823529411764719e+00
9.708737864077669061e-03,1.941747572815533951e-01,3.689320388349514590e-01,1.030000000000000000e+02,3.737300000000001546e+03,5.350000000000000000e+01,3.628446601941749350e+01,1.916666666666666741e+00,-1.166666666666667407e+00,4.473684210526316929e-01,-3.638888888888889284e-01,2.003961624640690076e+01,4.080598907971365041e-01,4.660194174757281704e-01
1.282051282051282007e-02,1.730769230769230727e-01,2.307692307692307820e-01,1.560000000000000000e+02,1.658700000000000273e+03,4.370000000000000284e+01,1.063269230769230944e+01,2.138888888888888840e+00,-1.888888888888888840e+00,4.683641975308642791e-01,-5.493827160493827133e-01,1.506646420605898307e+01,4.336961995092158406e-01,6.025641025641025328e-01
1.538461538461538547e-02,7.692307692307692735e-02,3.692307692307692513e-01,6.500000000000000000e+01,5.453999999999998181e+03,4.250000000000000000e+01,8.390769230769228670e+01,1.333333333333333259e+00,-3.055555555555559688e-01,4.583333333333334259e-01,9.444444444444449749e-02,1.196872486942531566e+01,2.826410545077578940e-01,5.999999999999999778e-01
2.392344497607655496e-02,1.387559808612440215e-01,1.291866028708134051e-01,2.090000000000000000e+02,1.037000000000000682e+03,2.739999999999999858e+01,4.961722488038280865e+00,1.305555555555555358e+00,-1.444444444444444420e+00,4.609053497942388611e-01,-3.591954022988506634e-01,8.671370272533982515e+00,2.784846774502125477e-01,7.224880382775119569e-01
